case,source_id,root_source_id,merge_group_source_id,same_source_merge,merge_policy,merge_group_qas,merged_passage_count,qp_layer,ponly_layer,question,expected,recall_at_k,direct_normalized_em,no_memory_normalized_em,direct_answer_token_f1,no_memory_answer_token_f1,qp_normalized_em,ponly_normalized_em,qp_answer_token_f1,ponly_answer_token_f1,qp_qa_score,ponly_qa_score,qp_mergeprag_hit,ponly_mergeprag_hit,qp_inference_time_s,ponly_inference_time_s,qp_loss,ponly_loss,qp_phrase_loss,ponly_phrase_loss,pairwise_winner,qp_answer,ponly_answer
dataset_ko_0_final,entity_simple_hard_test_dessert_00339:final:0,entity_simple_hard_test_dessert_00339,entity_simple_hard_test_dessert_00339,True,same_source_sibling_facts,1,4,23,20,세미나 D반 4차 브라우니 설명 중 비유와 색깔에 해당하는 내용만 답해줘.,"세미나 D반 4차 브라우니에 대해 비유는 초콜렛을 압축한 케이크라고, 그리고 색깔은 진한 갈색이라고 설명했습니다.",True,,,,,False,False,0.8750000000000001,0.9032258064516129,0.43750000000000006,0.45161290322580644,True,True,4.249637499975506,3.7529799999902025,,,,,tie,"세미나 D반 4차 브라우니에 대해 비유는 초콜렛을 압축한 케이크라고, 색깔은 진한 갈색이라고, 그리고 특징은 속이 촉촉하게 남는다고 설명했습니다.","세미나 D반 4차 브라우니에 대해 비유는 초콜렛을 압축한 케이크라고, 색깔은 진한 갈색이라고, 그리고 맛은 묵직하게 달콤하다고 설명했습니다."
dataset_ko_1_final,entity_simple_hard_test_marketing_00370:final:0,entity_simple_hard_test_marketing_00370,entity_simple_hard_test_marketing_00370,True,same_source_sibling_facts,1,4,23,20,교수님이 봄 4팀 4차 스터디 모집의 보상과 대상을 어떻게 말했어?,"봄 4팀 4차 스터디 모집에 대해 보상은 우선 신청권이라고, 그리고 대상은 스터디 신청자라고 설명했습니다.",True,,,,,False,False,0.7333333333333334,0.3703703703703704,0.3666666666666667,0.1851851851851852,True,True,2.8786763000534847,2.567170800000895,,,,,question+passage,"봄 4팀 4차 스터디 모집에 대해 대상은 완료율이라고, 성과 지표는 전체 완료 시간이라고, 그리고 보상은 우선 신청권이라고 설명했습니다.","교수님 봉착점은 핵심 통로가 학과 홈페이지라고, 보상은 우선 신청권이라고, 그리고 대상은 점수로 알고 답변했습니다."
dataset_ko_2_final,entity_simple_hard_test_statistics_00141:final:0,entity_simple_hard_test_statistics_00141,entity_simple_hard_test_statistics_00141,True,same_source_sibling_facts,1,4,23,20,여름 1팀 2차 신뢰구간에서 비유와 활용을 함께 정리해줘.,"여름 1팀 2차 신뢰구간에 대해 비유는 정답이 있을 법한 범위를 그은 지도라고, 그리고 활용은 추정의 불확실성을 설명할 때 쓴다고 설명했습니다.",True,,,,,False,False,0.47457627118644063,0.8837209302325582,0.23728813559322032,0.4418604651162791,True,True,7.6306730000069365,4.087841600005049,,,,,passage-only,"여름 1팀 2차 신뢰구간에 대해 비유는 정답이 될 수 있는 설명을 뜻하고 활용은 추정의 불확실성을 설명할 때 쓴다고, 의미는 데이터가 보완될 때 간섭이 누려질 때 그리고 교배의 불확실성을 설명할 때 쓴다고, 그리고 비교는 추정의 불확실성을 확인할 때 쓴다고, 그리고 정답이 될 수 있는 설명을 정확한 범위를 말할 때 쓴다고, 그리고 불확실성을 그래프로","여름 1팀 2차 신뢰구간에 대해 비유는 정답이 있을 법한 범위를 그은 지도라고, 활용은 추정의 불확실성을 설명할 때 쓴다고, 그리고 주의점은 정답 하나를 보장하지 않는다고 설명했습니다."
dataset_ko_3_final,entity_simple_hard_test_dessert_00049:final:0,entity_simple_hard_test_dessert_00049,entity_simple_hard_test_dessert_00049,True,same_source_sibling_facts,1,4,23,20,세미나 1팀 1차 솜사탕에서 비유와 색깔을 함께 정리해줘.,"세미나 1팀 1차 솜사탕에 대해 비유는 구름 같은 간식이라고, 그리고 색깔은 분홍색이라고 설명했습니다.",True,,,,,False,False,0.6451612903225806,0.6451612903225806,0.3225806451612903,0.3225806451612903,True,True,3.4923560000024736,3.531560300034471,,,,,tie,"세미나 1팀 1차 솜사탕에 대해 비유는 분홍색의 먼비에 있다고, 색깔은 분홍색이라고, 그리고 특징은 입에 닿으면 빠르게 사라진다고 설명했습니다.","세미나 1팀 1차 솜사탕에 대해 비유는 분을 담은 맥주라고, 특징은 입에 닿으면 빠르게 사라진다고, 그리고 색깔은 분홍색이라고 설명했습니다."
dataset_ko_4_final,entity_simple_hard_test_project_00205:final:0,entity_simple_hard_test_project_00205,entity_simple_hard_test_project_00205,True,same_source_sibling_facts,1,4,23,20,파일럿 A반 3차 백엔드 배포에서 담당과 확인 기준을 함께 정리해줘.,"파일럿 A반 3차 백엔드 배포에 대해 담당은 백엔드 팀이라고, 그리고 확인 기준은 오류 발생률이라고 설명했습니다.",True,,,,,False,False,0.3928571428571429,0.8571428571428571,0.19642857142857145,0.42857142857142855,False,True,6.01492089999374,3.2983045000000857,,,,,passage-only,"파일럿 A반 3차 백엔드 배포에 대해 확인 기준을 다음으로 설정합니다.

1. 문제 해결 여부: 파일럿 A반 3차 백엔드 배포에 대해 확인 기준은 문제 해결 여부를 기준으로 설정합니다.

2. 기능은 제한 부분이라고, 모든 프로젝트에 공유 위치라고, 그리고 알림은 깃허브 이슈 탭이라고 설명했습니다.","파일럿 A반 3차 백엔드 배포에 대해 담당은 백엔드 팀이라고, 마감은 수요일 오후 다섯 시라고, 그리고 확인 기준은 오류 발생률이라고 설명했습니다."
dataset_ko_5_final,entity_simple_hard_test_art_history_00187:final:0,entity_simple_hard_test_art_history_00187,entity_simple_hard_test_art_history_00187,True,same_source_sibling_facts,1,4,23,20,심화 오전반 2차 르네상스 설명 중 비교 포인트와 비유에 해당하는 내용만 답해줘.,"심화 오전반 2차 르네상스에 대해 비교 포인트는 절대왕정 중심 설명과 다르다고, 그리고 비유는 사람을 화면 중앙에 다시 세우는 방식이라고 설명했습니다.",True,,,,,False,False,0.5333333333333333,0.8636363636363636,0.26666666666666666,0.4318181818181818,False,True,4.543143899994902,4.520704000024125,,,,,passage-only,"심화 오전반 2차 르네상스에 대해 비교 포인트는 점보타임에 그려지는 그림을 설명하는 것이라고, 비유는 사람을 화면에 어란 사진을 표시하는 것이라고, 그리고 목적은 사람의 중요성을 드러내는 것이라고 설명했습니다.","심화 오전반 2차 르네상스에 대해 비교 포인트는 절대왕정 중심 설명과 다르다고, 비유은 사람을 화면 중앙에 다시 세우는 방식이라고, 그리고 주제는 정확한 상황을 보이는 르네상스风格이라고 설명했습니다."
dataset_ko_6_final,entity_simple_hard_test_os_concept_00054:final:0,entity_simple_hard_test_os_concept_00054,entity_simple_hard_test_os_concept_00054,True,same_source_sibling_facts,1,4,23,20,교수님이 캡스톤 2팀 1차 캐시의 장점과 역할을 어떻게 말했어?,"캡스톤 2팀 1차 캐시에 대해 장점은 반복 접근을 빠르게 만든다고, 그리고 역할은 자주 쓰는 정보를 가까이 둔다고 설명했습니다.",True,,,,,False,False,0.6842105263157895,0.8571428571428571,0.34210526315789475,0.42857142857142855,True,True,3.7303172000101767,4.458195799961686,,,,,passage-only,"교수님이 캡스톤 2팀 1차 캐시에 대해 장점이라고, 역할은 자주 쓰는 정보를 가까이 둔다고, 그리고 비유는 책상 위에 올려둔 책이라고 설명했습니다.","교수님의 캡스톤 2팀 1차 캐시에 대해 장점은 반복 접근을 빠르게 만든다고, 역할은 자주 쓰는 정보를 가까이 둔다고, 그리고 비유는 책상 위에 올려둔 책이라고 설명했습니다."
dataset_ko_7_final,entity_simple_hard_test_dessert_00098:final:0,entity_simple_hard_test_dessert_00098,entity_simple_hard_test_dessert_00098,True,same_source_sibling_facts,1,4,23,20,교수님이 실습 오후반 1차 마카롱의 색깔과 비유를 어떻게 말했어?,"실습 오후반 1차 마카롱에 대해 색깔은 알록달록하다고, 그리고 비유는 작은 보석 상자라고 설명했습니다.",True,,,,,False,False,0.0,0.5185185185185186,0.0,0.2592592592592593,False,False,1.3245701999985613,2.456457499996759,,,,,passage-only,교수님의 몇 줄에 포함되는 모든 것들은重量과는 completely different하다.,"교수님이 실습 오후반 1차 마카롱의 색깔을 진하다고, 비유를 영어 객체의 위치를 설명하는 방법이라고 설명했습니다."
dataset_ko_8_final,entity_simple_hard_test_dessert_00169:final:0,entity_simple_hard_test_dessert_00169,entity_simple_hard_test_dessert_00169,True,same_source_sibling_facts,1,4,23,20,세미나 3팀 2차 솜사탕에서 특징과 맛을 함께 정리해줘.,"세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 빠르게 사라진다고, 그리고 맛은 가볍게 달콤하다고 설명했습니다.",True,,,,,False,False,0.8823529411764706,0.9375,0.4411764705882353,0.46875,True,True,3.5564621999510564,3.4720359000493772,,,,,passage-only,"세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 빠르게 사라진다고, 맛은 가볍게 달콤하다고, 그리고 비유는 구름 같은 간식이라고 설명했습니다.","세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 빠르게 사라진다고, 맛은 가볍게 달콤하다고, 그리고 색깔은 분홍색이라고 설명했습니다."
dataset_ko_9_final,entity_simple_hard_test_dessert_00387:final:0,entity_simple_hard_test_dessert_00387,entity_simple_hard_test_dessert_00387,True,same_source_sibling_facts,1,4,23,20,심화 오전반 4차 브라우니 설명 중 색깔과 비유에 해당하는 내용만 답해줘.,"심화 오전반 4차 브라우니에 대해 색깔은 진한 갈색이라고, 그리고 비유는 초콜렛을 압축한 케이크라고 설명했습니다.",True,,,,,False,False,0.8750000000000001,0.8750000000000001,0.43750000000000006,0.43750000000000006,True,True,3.8170963000156917,4.043929499981459,,,,,tie,"심화 오전반 4차 브라우니에 대해 특징은 속이 촉촉하게 남는다고, 비유는 초콜렛을 압축한 케이크라고, 그리고 색깔은 진한 갈색이라고 설명했습니다.","심화 오전반 4차 브라우니에 대해 색깔은 진한 갈색이라고, 비유는 초콜렛을 압축한 케이크라고, 그리고 비유는 초콜렛을 압축한 케이크라고 설명했습니다."
