case,source_id,root_source_id,merge_group_source_id,same_source_merge,merge_policy,merge_group_qas,merged_passage_count,qp_layer,ponly_layer,question,expected,recall_at_k,direct_normalized_em,no_memory_normalized_em,direct_answer_token_f1,no_memory_answer_token_f1,qp_normalized_em,ponly_normalized_em,qp_answer_token_f1,ponly_answer_token_f1,qp_qa_score,ponly_qa_score,qp_mergeprag_hit,ponly_mergeprag_hit,qp_inference_time_s,ponly_inference_time_s,qp_loss,ponly_loss,qp_phrase_loss,ponly_phrase_loss,pairwise_winner,qp_answer,ponly_answer
dataset_ko_0_final,entity_simple_hard_test_dessert_00339:final:0,entity_simple_hard_test_dessert_00339,entity_simple_hard_test_dessert_00339,True,same_source_sibling_facts,1,4,23,20,세미나 D반 4차 브라우니 설명 중 비유와 색깔에 해당하는 내용만 답해줘.,"세미나 D반 4차 브라우니에 대해 비유는 초콜렛을 압축한 케이크라고, 그리고 색깔은 진한 갈색이라고 설명했습니다.",True,,,,,False,False,0.962962962962963,0.6285714285714286,0.4814814814814815,0.3142857142857143,True,True,3.484886299993377,4.1931149999727495,,,,,question+passage,"세미나 D반 4차 브라우니에 대해 비유는 초콜렛을 압축한 케이크라고, 색깔은 진한 갈색이라고 설명했습니다.","세미나 D반 4차 브라우니에 대해 비유는 조금 다르게 생각하는 것입니다. 색깔은 진한 갈색이라고, 비유는 단계적으로 차별하는 접근이라고, 그리고 핵的区别는 분별이라는 뜻이라고 설명했습니다."
dataset_ko_1_final,entity_simple_hard_test_marketing_00370:final:0,entity_simple_hard_test_marketing_00370,entity_simple_hard_test_marketing_00370,True,same_source_sibling_facts,1,4,23,20,교수님이 봄 4팀 4차 스터디 모집의 보상과 대상을 어떻게 말했어?,"봄 4팀 4차 스터디 모집에 대해 보상은 우선 신청권이라고, 그리고 대상은 스터디 신청자라고 설명했습니다.",True,,,,,False,False,0.8387096774193548,0.5294117647058824,0.4193548387096774,0.2647058823529412,True,False,3.652139999961946,3.704654999950435,,,,,question+passage,"교수님이 봄 4팀 4차 스터디 모집에 대해 보상은 우선 신청권이라고, 핵심 채널은 학과 홈페이지라고, 그리고 대상은 스터디 신청자라고 설명했습니다.",봄 4팀 4차 스터디 모집의 보상과 대상에 대해 보상은 우선 신청 경로였습니다. 대상은 대입전 입니다. 그리고 관련 전공과목은 없습니다. 마지막으로 대상 설명회라고요.
dataset_ko_2_final,entity_simple_hard_test_statistics_00141:final:0,entity_simple_hard_test_statistics_00141,entity_simple_hard_test_statistics_00141,True,same_source_sibling_facts,1,4,23,20,여름 1팀 2차 신뢰구간에서 비유와 활용을 함께 정리해줘.,"여름 1팀 2차 신뢰구간에 대해 비유는 정답이 있을 법한 범위를 그은 지도라고, 그리고 활용은 추정의 불확실성을 설명할 때 쓴다고 설명했습니다.",True,,,,,False,False,0.8837209302325582,0.5263157894736842,0.4418604651162791,0.2631578947368421,True,False,4.282814399979543,3.412074699997902,,,,,question+passage,"여름 1팀 2차 신뢰구간에 대해 비유는 정답이 있을 법한 범위를 그은 지도라고, 주의점은 정답 하나를 보장하지 않는다고, 그리고 활용은 추정의 불확실성을 설명할 때 쓴다고 설명했습니다.",여름 1팀 2차 신뢰구간에 대해 비유는 정답이 있을 때의 죄책관을 생각할 수 있는 대상을 제시한 뒤에 해설을 설명할 따름이라고 설명했습니다.
dataset_ko_3_final,entity_simple_hard_test_dessert_00049:final:0,entity_simple_hard_test_dessert_00049,entity_simple_hard_test_dessert_00049,True,same_source_sibling_facts,1,4,23,20,세미나 1팀 1차 솜사탕에서 비유와 색깔을 함께 정리해줘.,"세미나 1팀 1차 솜사탕에 대해 비유는 구름 같은 간식이라고, 그리고 색깔은 분홍색이라고 설명했습니다.",True,,,,,False,False,0.6923076923076923,0.6428571428571429,0.34615384615384615,0.32142857142857145,True,False,2.816090299980715,3.0750992000102997,,,,,tie,"세미나 1팀 1차 솜사탕에 대해 비유는 입에 닿으면 빠르게 사라진다고, 색깔은 분홍색이라고 설명했습니다.","세미나 1팀 1차 솜사탕에 대해 비유는 요리사의 선물이라고, 색깔은 초여름flower라고, 그리고 의미는 조화를 전달한다고 설명했습니다."
dataset_ko_4_final,entity_simple_hard_test_project_00205:final:0,entity_simple_hard_test_project_00205,entity_simple_hard_test_project_00205,True,same_source_sibling_facts,1,4,23,20,파일럿 A반 3차 백엔드 배포에서 담당과 확인 기준을 함께 정리해줘.,"파일럿 A반 3차 백엔드 배포에 대해 담당은 백엔드 팀이라고, 그리고 확인 기준은 오류 발생률이라고 설명했습니다.",True,,,,,False,False,0.7777777777777778,0.8666666666666667,0.3888888888888889,0.43333333333333335,True,True,3.6614972000243142,2.8912670999998227,,,,,passage-only,"파일럿 A반 3차 백엔드 배포에 대해 확인 기준은 오류 발생률을 의미한다고, 공유 위치는 깃허브 이슈 탭이라고, 그리고 담당은 백엔드 팀이라고 설명했습니다.","파일럿 A반 3차 백엔드 배포에 대해 담당은 백엔드 팀이라고, 확인은 진단팀이라고, 그리고 기준은 규칙이라고 설명했습니다."
dataset_ko_5_final,entity_simple_hard_test_art_history_00187:final:0,entity_simple_hard_test_art_history_00187,entity_simple_hard_test_art_history_00187,True,same_source_sibling_facts,1,4,23,20,심화 오전반 2차 르네상스 설명 중 비교 포인트와 비유에 해당하는 내용만 답해줘.,"심화 오전반 2차 르네상스에 대해 비교 포인트는 절대왕정 중심 설명과 다르다고, 그리고 비유는 사람을 화면 중앙에 다시 세우는 방식이라고 설명했습니다.",True,,,,,False,False,0.9047619047619047,0.5,0.45238095238095233,0.25,True,False,4.360637100005988,3.16099820000818,,,,,question+passage,"심화 오전반 2차 르네상스에 대해 비교 포인트는 절대왕정 중심 설명과 다르다고, 비유는 사람을 화면 중앙에 다시 세우는 방식이라고, 그리고 낙점은 절대왕정 중심 설명과 다르다고 설명했습니다.",심화 오전반 2차 르네상스에 대해 비교 포인트는 강점이면 시작 포인트와 다르고 비유는 직접 의미가 사용자에 맞춰진다이라고 설명했습니다.
dataset_ko_6_final,entity_simple_hard_test_os_concept_00054:final:0,entity_simple_hard_test_os_concept_00054,entity_simple_hard_test_os_concept_00054,True,same_source_sibling_facts,1,4,23,20,교수님이 캡스톤 2팀 1차 캐시의 장점과 역할을 어떻게 말했어?,"캡스톤 2팀 1차 캐시에 대해 장점은 반복 접근을 빠르게 만든다고, 그리고 역할은 자주 쓰는 정보를 가까이 둔다고 설명했습니다.",True,,,,,False,False,0.878048780487805,0.878048780487805,0.4390243902439025,0.4390243902439025,True,True,4.278672700049356,4.198195800010581,,,,,tie,"캡스톤 2팀 1차 캐시에 대해 장점은 반복 접근을 빠르게 만든다고, 주의점은 오래된 정보가 남을 수 있다고, 그리고 역할은 자주 쓰는 정보를 가까이 둔다고 설명했습니다.","캡스톤 2팀 1차 캐시에 대해 장점은 반복 접근을 빠르게 만든다고, 역할은 자주 쓰는 정보를 가까이 둔다고, 그리고 역할은 정보를 깊게 저장하는 방법이라고 설명했습니다."
dataset_ko_7_final,entity_simple_hard_test_dessert_00098:final:0,entity_simple_hard_test_dessert_00098,entity_simple_hard_test_dessert_00098,True,same_source_sibling_facts,1,4,23,20,교수님이 실습 오후반 1차 마카롱의 색깔과 비유를 어떻게 말했어?,"실습 오후반 1차 마카롱에 대해 색깔은 알록달록하다고, 그리고 비유는 작은 보석 상자라고 설명했습니다.",True,,,,,False,False,0.16666666666666669,0.8666666666666666,0.08333333333333334,0.4333333333333333,False,True,1.6585941999801435,3.334624700015411,,,,,passage-only,교수님이 마카롱에 사용하는 색깔은 마카롱이 보는远远 and gradually in each package,"교수님의 실습 오후반 1차 마카롱에 대해 색깔은 알록달록하다고, 비유는 작은 보석 상자라고, 그리고 맛은 부드럽고 진하다고 설명했습니다."
dataset_ko_8_final,entity_simple_hard_test_dessert_00169:final:0,entity_simple_hard_test_dessert_00169,entity_simple_hard_test_dessert_00169,True,same_source_sibling_facts,1,4,23,20,세미나 3팀 2차 솜사탕에서 특징과 맛을 함께 정리해줘.,"세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 빠르게 사라진다고, 그리고 맛은 가볍게 달콤하다고 설명했습니다.",True,,,,,False,False,0.8571428571428571,0.7096774193548386,0.42857142857142855,0.3548387096774193,True,False,4.219133500009775,3.2508422000100836,,,,,question+passage,"세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 빠르게 사라진다고, 맛은 가볍게 달콤하다고, 그리고 방식은 입에 닿으면 빠르게 사라진다고 설명했습니다.","세미나 3팀 2차 솜사탕에 대해 특징은 입에 닿으면 향이 다른 타의에 다르다고, 맛은 부드럽게 달콤하다고 설명했습니다."
dataset_ko_9_final,entity_simple_hard_test_dessert_00387:final:0,entity_simple_hard_test_dessert_00387,entity_simple_hard_test_dessert_00387,True,same_source_sibling_facts,1,4,23,20,심화 오전반 4차 브라우니 설명 중 색깔과 비유에 해당하는 내용만 답해줘.,"심화 오전반 4차 브라우니에 대해 색깔은 진한 갈색이라고, 그리고 비유는 초콜렛을 압축한 케이크라고 설명했습니다.",True,,,,,False,False,0.962962962962963,0.7999999999999999,0.4814814814814815,0.39999999999999997,True,True,3.0201175000402145,3.8402118000085466,,,,,question+passage,"심화 오전반 4차 브라우니에 대해 색깔은 진한 갈색이라고, 비유는 초콜렛을 압축한 케이크라고 설명했습니다.","심화 오전반 4차 브라우니에 대해 색깔은 오렌지색이라고, 비유는 초콜렛을 압축한 케이크라고, 그리고 맛은 묵직하게 달콤하다고 설명했습니다."
